(before at t_1 p_1_1),(before at t_1 p_1_2),(before at t_1 p_1_3),(before at t_1 p_2_1),(before at t_1 p_2_2),(before at t_1 p_2_3),(before at t_1 p_3_1),(before at t_1 p_3_2),(before at t_1 p_3_3),(before at t_2 p_1_1),(before at t_2 p_1_2),(before at t_2 p_1_3),(before at t_2 p_2_1),(before at t_2 p_2_2),(before at t_2 p_2_3),(before at t_2 p_3_1),(before at t_2 p_3_2),(before at t_2 p_3_3),(before at t_3 p_1_1),(before at t_3 p_1_2),(before at t_3 p_1_3),(before at t_3 p_2_1),(before at t_3 p_2_2),(before at t_3 p_2_3),(before at t_3 p_3_1),(before at t_3 p_3_2),(before at t_3 p_3_3),(before at t_4 p_1_1),(before at t_4 p_1_2),(before at t_4 p_1_3),(before at t_4 p_2_1),(before at t_4 p_2_2),(before at t_4 p_2_3),(before at t_4 p_3_1),(before at t_4 p_3_2),(before at t_4 p_3_3),(before at t_5 p_1_1),(before at t_5 p_1_2),(before at t_5 p_1_3),(before at t_5 p_2_1),(before at t_5 p_2_2),(before at t_5 p_2_3),(before at t_5 p_3_1),(before at t_5 p_3_2),(before at t_5 p_3_3),(before at t_6 p_1_1),(before at t_6 p_1_2),(before at t_6 p_1_3),(before at t_6 p_2_1),(before at t_6 p_2_2),(before at t_6 p_2_3),(before at t_6 p_3_1),(before at t_6 p_3_2),(before at t_6 p_3_3),(before at t_7 p_1_1),(before at t_7 p_1_2),(before at t_7 p_1_3),(before at t_7 p_2_1),(before at t_7 p_2_2),(before at t_7 p_2_3),(before at t_7 p_3_1),(before at t_7 p_3_2),(before at t_7 p_3_3),(before at t_8 p_1_1),(before at t_8 p_1_2),(before at t_8 p_1_3),(before at t_8 p_2_1),(before at t_8 p_2_2),(before at t_8 p_2_3),(before at t_8 p_3_1),(before at t_8 p_3_2),(before at t_8 p_3_3),(before empty p_1_1),(before empty p_1_2),(before empty p_1_3),(before empty p_2_1),(before empty p_2_2),(before empty p_2_3),(before empty p_3_1),(before empty p_3_2),(before empty p_3_3),(before neighbor p_1_1 p_1_1),(before neighbor p_1_1 p_1_2),(before neighbor p_1_1 p_1_3),(before neighbor p_1_1 p_2_1),(before neighbor p_1_1 p_2_2),(before neighbor p_1_1 p_2_3),(before neighbor p_1_1 p_3_1),(before neighbor p_1_1 p_3_2),(before neighbor p_1_1 p_3_3),(before neighbor p_1_2 p_1_1),(before neighbor p_1_2 p_1_2),(before neighbor p_1_2 p_1_3),(before neighbor p_1_2 p_2_1),(before neighbor p_1_2 p_2_2),(before neighbor p_1_2 p_2_3),(before neighbor p_1_2 p_3_1),(before neighbor p_1_2 p_3_2),(before neighbor p_1_2 p_3_3),(before neighbor p_1_3 p_1_1),(before neighbor p_1_3 p_1_2),(before neighbor p_1_3 p_1_3),(before neighbor p_1_3 p_2_1),(before neighbor p_1_3 p_2_2),(before neighbor p_1_3 p_2_3),(before neighbor p_1_3 p_3_1),(before neighbor p_1_3 p_3_2),(before neighbor p_1_3 p_3_3),(before neighbor p_2_1 p_1_1),(before neighbor p_2_1 p_1_2),(before neighbor p_2_1 p_1_3),(before neighbor p_2_1 p_2_1),(before neighbor p_2_1 p_2_2),(before neighbor p_2_1 p_2_3),(before neighbor p_2_1 p_3_1),(before neighbor p_2_1 p_3_2),(before neighbor p_2_1 p_3_3),(before neighbor p_2_2 p_1_1),(before neighbor p_2_2 p_1_2),(before neighbor p_2_2 p_1_3),(before neighbor p_2_2 p_2_1),(before neighbor p_2_2 p_2_2),(before neighbor p_2_2 p_2_3),(before neighbor p_2_2 p_3_1),(before neighbor p_2_2 p_3_2),(before neighbor p_2_2 p_3_3),(before neighbor p_2_3 p_1_1),(before neighbor p_2_3 p_1_2),(before neighbor p_2_3 p_1_3),(before neighbor p_2_3 p_2_1),(before neighbor p_2_3 p_2_2),(before neighbor p_2_3 p_2_3),(before neighbor p_2_3 p_3_1),(before neighbor p_2_3 p_3_2),(before neighbor p_2_3 p_3_3),(before neighbor p_3_1 p_1_1),(before neighbor p_3_1 p_1_2),(before neighbor p_3_1 p_1_3),(before neighbor p_3_1 p_2_1),(before neighbor p_3_1 p_2_2),(before neighbor p_3_1 p_2_3),(before neighbor p_3_1 p_3_1),(before neighbor p_3_1 p_3_2),(before neighbor p_3_1 p_3_3),(before neighbor p_3_2 p_1_1),(before neighbor p_3_2 p_1_2),(before neighbor p_3_2 p_1_3),(before neighbor p_3_2 p_2_1),(before neighbor p_3_2 p_2_2),(before neighbor p_3_2 p_2_3),(before neighbor p_3_2 p_3_1),(before neighbor p_3_2 p_3_2),(before neighbor p_3_2 p_3_3),(before neighbor p_3_3 p_1_1),(before neighbor p_3_3 p_1_2),(before neighbor p_3_3 p_1_3),(before neighbor p_3_3 p_2_1),(before neighbor p_3_3 p_2_2),(before neighbor p_3_3 p_2_3),(before neighbor p_3_3 p_3_1),(before neighbor p_3_3 p_3_2),(before neighbor p_3_3 p_3_3),action,(after at t_1 p_1_1),(after at t_1 p_1_2),(after at t_1 p_1_3),(after at t_1 p_2_1),(after at t_1 p_2_2),(after at t_1 p_2_3),(after at t_1 p_3_1),(after at t_1 p_3_2),(after at t_1 p_3_3),(after at t_2 p_1_1),(after at t_2 p_1_2),(after at t_2 p_1_3),(after at t_2 p_2_1),(after at t_2 p_2_2),(after at t_2 p_2_3),(after at t_2 p_3_1),(after at t_2 p_3_2),(after at t_2 p_3_3),(after at t_3 p_1_1),(after at t_3 p_1_2),(after at t_3 p_1_3),(after at t_3 p_2_1),(after at t_3 p_2_2),(after at t_3 p_2_3),(after at t_3 p_3_1),(after at t_3 p_3_2),(after at t_3 p_3_3),(after at t_4 p_1_1),(after at t_4 p_1_2),(after at t_4 p_1_3),(after at t_4 p_2_1),(after at t_4 p_2_2),(after at t_4 p_2_3),(after at t_4 p_3_1),(after at t_4 p_3_2),(after at t_4 p_3_3),(after at t_5 p_1_1),(after at t_5 p_1_2),(after at t_5 p_1_3),(after at t_5 p_2_1),(after at t_5 p_2_2),(after at t_5 p_2_3),(after at t_5 p_3_1),(after at t_5 p_3_2),(after at t_5 p_3_3),(after at t_6 p_1_1),(after at t_6 p_1_2),(after at t_6 p_1_3),(after at t_6 p_2_1),(after at t_6 p_2_2),(after at t_6 p_2_3),(after at t_6 p_3_1),(after at t_6 p_3_2),(after at t_6 p_3_3),(after at t_7 p_1_1),(after at t_7 p_1_2),(after at t_7 p_1_3),(after at t_7 p_2_1),(after at t_7 p_2_2),(after at t_7 p_2_3),(after at t_7 p_3_1),(after at t_7 p_3_2),(after at t_7 p_3_3),(after at t_8 p_1_1),(after at t_8 p_1_2),(after at t_8 p_1_3),(after at t_8 p_2_1),(after at t_8 p_2_2),(after at t_8 p_2_3),(after at t_8 p_3_1),(after at t_8 p_3_2),(after at t_8 p_3_3),(after empty p_1_1),(after empty p_1_2),(after empty p_1_3),(after empty p_2_1),(after empty p_2_2),(after empty p_2_3),(after empty p_3_1),(after empty p_3_2),(after empty p_3_3),(after neighbor p_1_1 p_1_1),(after neighbor p_1_1 p_1_2),(after neighbor p_1_1 p_1_3),(after neighbor p_1_1 p_2_1),(after neighbor p_1_1 p_2_2),(after neighbor p_1_1 p_2_3),(after neighbor p_1_1 p_3_1),(after neighbor p_1_1 p_3_2),(after neighbor p_1_1 p_3_3),(after neighbor p_1_2 p_1_1),(after neighbor p_1_2 p_1_2),(after neighbor p_1_2 p_1_3),(after neighbor p_1_2 p_2_1),(after neighbor p_1_2 p_2_2),(after neighbor p_1_2 p_2_3),(after neighbor p_1_2 p_3_1),(after neighbor p_1_2 p_3_2),(after neighbor p_1_2 p_3_3),(after neighbor p_1_3 p_1_1),(after neighbor p_1_3 p_1_2),(after neighbor p_1_3 p_1_3),(after neighbor p_1_3 p_2_1),(after neighbor p_1_3 p_2_2),(after neighbor p_1_3 p_2_3),(after neighbor p_1_3 p_3_1),(after neighbor p_1_3 p_3_2),(after neighbor p_1_3 p_3_3),(after neighbor p_2_1 p_1_1),(after neighbor p_2_1 p_1_2),(after neighbor p_2_1 p_1_3),(after neighbor p_2_1 p_2_1),(after neighbor p_2_1 p_2_2),(after neighbor p_2_1 p_2_3),(after neighbor p_2_1 p_3_1),(after neighbor p_2_1 p_3_2),(after neighbor p_2_1 p_3_3),(after neighbor p_2_2 p_1_1),(after neighbor p_2_2 p_1_2),(after neighbor p_2_2 p_1_3),(after neighbor p_2_2 p_2_1),(after neighbor p_2_2 p_2_2),(after neighbor p_2_2 p_2_3),(after neighbor p_2_2 p_3_1),(after neighbor p_2_2 p_3_2),(after neighbor p_2_2 p_3_3),(after neighbor p_2_3 p_1_1),(after neighbor p_2_3 p_1_2),(after neighbor p_2_3 p_1_3),(after neighbor p_2_3 p_2_1),(after neighbor p_2_3 p_2_2),(after neighbor p_2_3 p_2_3),(after neighbor p_2_3 p_3_1),(after neighbor p_2_3 p_3_2),(after neighbor p_2_3 p_3_3),(after neighbor p_3_1 p_1_1),(after neighbor p_3_1 p_1_2),(after neighbor p_3_1 p_1_3),(after neighbor p_3_1 p_2_1),(after neighbor p_3_1 p_2_2),(after neighbor p_3_1 p_2_3),(after neighbor p_3_1 p_3_1),(after neighbor p_3_1 p_3_2),(after neighbor p_3_1 p_3_3),(after neighbor p_3_2 p_1_1),(after neighbor p_3_2 p_1_2),(after neighbor p_3_2 p_1_3),(after neighbor p_3_2 p_2_1),(after neighbor p_3_2 p_2_2),(after neighbor p_3_2 p_2_3),(after neighbor p_3_2 p_3_1),(after neighbor p_3_2 p_3_2),(after neighbor p_3_2 p_3_3),(after neighbor p_3_3 p_1_1),(after neighbor p_3_3 p_1_2),(after neighbor p_3_3 p_1_3),(after neighbor p_3_3 p_2_1),(after neighbor p_3_3 p_2_2),(after neighbor p_3_3 p_2_3),(after neighbor p_3_3 p_3_1),(after neighbor p_3_3 p_3_2),(after neighbor p_3_3 p_3_3)
false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,true,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false,false,true,false,true,true,false,true,false,false,false,false,false,true,true,true,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,false,true,false,false,true,false,false,true,(move t_8 p_2_2 p_3_2),true,false,false,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true,true,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,true
true,false,false,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true,true,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,true,(move t_1 p_1_2 p_2_2),false,false,true,true,true,false,false,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,true,false,true,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false,true,false,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,false,true,false
false,false,true,true,true,false,false,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,true,false,true,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false,true,false,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,false,true,false,(move t_3 p_1_1 p_1_2),true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,false,true,true,true,false,true,false,true,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false
true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,false,true,true,true,false,true,false,true,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false,(move t_4 p_2_1 p_1_1),false,false,false,false,true,false,true,true,false,false,false,true,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,true,true,true,false,true,false,true,false,true,false,true,false,false,false,true,false,true,false,true,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,true,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,false,false,false
false,false,false,false,true,false,true,true,false,false,false,true,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,true,true,true,false,true,false,true,false,true,false,true,false,false,false,true,false,true,false,true,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,true,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,false,false,false,(move t_1 p_2_2 p_2_1),false,false,true,true,false,true,false,false,true,false,true,false,false,false,false,false,false,true,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,true,false,false,false
false,false,true,true,false,true,false,false,true,false,true,false,false,false,false,false,false,true,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,true,false,false,false,(move t_5 p_2_3 p_2_2),false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,false,true,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,true,false,true,false,true,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,true,false,true,false,false,true,true,false,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,true,false,false,false,true,false,true,true,true,true
false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,false,true,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,true,false,true,false,true,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,true,false,true,false,false,true,true,false,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,true,false,false,false,true,false,true,true,true,true,(move t_2 p_1_3 p_2_3),true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,true,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,false,true,true,false,false,false,true,false,true,false,true,false,true,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,false,true,true,false,true,true,false,true,false,false,false
true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,true,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,false,true,true,false,false,false,true,false,true,false,true,false,true,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,false,true,true,false,true,true,false,true,false,false,false,(move t_3 p_1_2 p_1_3),true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,true,true,true,false,true,true,false,false,true,false,true,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,false,false,false,true,true,true
true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,true,true,true,false,true,true,false,false,true,false,true,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,false,false,false,true,true,true,(move t_5 p_2_2 p_1_2),true,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,false,false,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,true,true,true,false,true,false,false,false,true,false,false,true,true,false,true,false
true,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,false,false,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,true,true,true,false,true,false,false,false,true,false,false,true,true,false,true,false,(move t_2 p_2_3 p_2_2),true,false,true,true,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,false,false,false,false,true,true,true,false,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false
true,false,true,true,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,false,false,false,false,true,true,true,false,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,(move t_3 p_1_3 p_2_3),false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true,false,true,false,true,true,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,true,false
false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true,false,true,false,true,true,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,true,false,(move t_5 p_1_2 p_1_3),false,false,false,true,true,false,true,false,false,true,true,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false
false,false,false,true,true,false,true,false,false,true,true,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,(move t_2 p_2_2 p_1_2),false,false,false,true,true,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,false,true,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,false,true,false,false,false
